CallerFile,Connector,TargetFunction
"briefing.sqf" -> "A3A_fnc_createBreachChargeText"
"fn_canConquer.sqf" -> "A3A_fnc_sizeMarker"
"fn_canConquer.sqf" -> "A3A_fnc_canFight"
"fn_captureX.sqf" -> "A3A_fnc_flagaction"
"fn_captureX.sqf" -> "A3A_fnc_prestige"
"fn_captureX.sqf" -> "A3A_fnc_resourcesFIA"
"fn_chargeWithSmoke.sqf" -> "A3A_fnc_returnMuzzle"
"fn_chargeWithSmoke.sqf" -> "A3A_fnc_canFight"
"fn_chargeWithSmoke.sqf" -> "A3A_fnc_suppressingFire"
"fn_destroyBuilding.sqf" -> "A3A_fnc_canFight"
"fn_destroyBuilding.sqf" -> "A3A_fnc_recallGroup"
"fn_doFlank.sqf" -> "A3A_fnc_canFight"
"fn_doFlank.sqf" -> "A3A_fnc_recallGroup"
"fn_enemyList.sqf" -> "A3A_fnc_canFight"
"fn_fastrope.sqf" -> "A3A_fnc_attackDrillAI"
"fn_fastrope.sqf" -> "A3A_fnc_smokeCoverAuto"
"fn_fastrope.sqf" -> "A3A_fnc_garrisonUpdate"
"fn_fastrope.sqf" -> "A3A_fnc_groupDespawner"
"fn_guardDog.sqf" -> "A3A_fnc_distance"
"fn_guardDog.sqf" -> "A3A_fnc_distanceUnits"
"fn_hasRadio.sqf" -> "A3A_fnc_getRadio"
"fn_help.sqf" -> "A3A_fnc_canFight"
"fn_help.sqf" -> "A3A_fnc_chargeWithSmoke"
"fn_help.sqf" -> "A3A_fnc_coverage"
"fn_help.sqf" -> "A3A_fnc_suppressingFire"
"fn_help.sqf" -> "A3A_fnc_createUnit"
"fn_help.sqf" -> "A3A_fnc_actionRevive"
"fn_help.sqf" -> "A3A_fnc_customHint"
"fn_inmuneConvoy.sqf" -> "A3A_fnc_vehicleMarkers"
"fn_interrogate.sqf" -> "A3A_fnc_selectIntel"
"fn_landThreatEval.sqf" -> "A3A_fnc_sizeMarker"
"fn_liberatePOW.sqf" -> "A3A_fnc_flagaction"
"fn_liberaterefugee.sqf" -> "A3A_fnc_flagaction"
"fn_mineSweep.sqf" -> "A3A_fnc_findNearestGoodRoad"
"fn_mineSweep.sqf" -> "A3A_fnc_resourcesFIA"
"fn_mineSweep.sqf" -> "A3A_fnc_AIVEHinit"
"fn_mineSweep.sqf" -> "A3A_fnc_createUnit"
"fn_mineSweep.sqf" -> "A3A_fnc_ammunitionTransfer"
"fn_mineSweep.sqf" -> "A3A_fnc_FIAinit"
"fn_mineSweep.sqf" -> "A3A_fnc_vehiclePrice"
"fn_mortarDrill.sqf" -> "A3A_fnc_nearEnemy"
"fn_mortarDrill.sqf" -> "A3A_fnc_recallGroup"
"fn_mortarDrill.sqf" -> "A3A_fnc_AIVEHinit"
"fn_mortyAI.sqf" -> "A3A_fnc_AIVEHinit"
"fn_napalm.sqf" -> "A3A_fnc_napalm"
"fn_napalm.sqf" -> "A3A_fnc_napalmDamage"
"fn_napalmDamage.sqf" -> "A3A_fnc_respawn"
"fn_occupantInvaderUnitKilledEH.sqf" -> "A3A_fnc_citySupportChange"
"fn_occupantInvaderUnitKilledEH.sqf" -> "A3A_fnc_playableUnits"
"fn_occupantInvaderUnitKilledEH.sqf" -> "A3A_fnc_prestige"
"fn_occupantInvaderUnitKilledEH.sqf" -> "A3A_fnc_zoneCheck"
"fn_occupantInvaderUnitKilledEH.sqf" -> "A3A_fnc_AIreactOnKill"
"fn_occupantInvaderUnitKilledEH.sqf" -> "A3A_fnc_garrisonUpdate"
"fn_occupantInvaderUnitKilledEH.sqf" -> "A3A_fnc_playerScoreAdd"
"fn_occupantInvaderUnitKilledEH.sqf" -> "A3A_fnc_postmortem"
"fn_rearmCall.sqf" -> "A3A_fnc_autoLoot"
"fn_rearmCall.sqf" -> "A3A_fnc_autoRearm"
"fn_staticAutoT.sqf" -> "A3A_fnc_customHint"
"fn_staticMGDrill.sqf" -> "A3A_fnc_canFight"
"fn_staticMGDrill.sqf" -> "A3A_fnc_recallGroup"
"fn_staticMGDrill.sqf" -> "A3A_fnc_AIVEHinit"
"fn_surrenderAction.sqf" -> "A3A_fnc_citySupportChange"
"fn_surrenderAction.sqf" -> "A3A_fnc_flagaction"
"fn_surrenderAction.sqf" -> "A3A_fnc_zoneCheck"
"fn_surrenderAction.sqf" -> "A3A_fnc_postmortem"
"fn_surrenderAction.sqf" -> "A3A_fnc_basicBackpack"
"fn_surrenderAction.sqf" -> "A3A_fnc_log"
"fn_typeOfSoldier.sqf" -> "A3A_fnc_isMedic"
"fn_undercoverAI.sqf" -> "A3A_fnc_sizeMarker"
"fn_unitGetToCover.sqf" -> "A3A_fnc_canFight"
"fn_unitGetToCover.sqf" -> "A3A_fnc_chargeWithSmoke"
"fn_unitGetToCover.sqf" -> "A3A_fnc_coverage"
"fn_VANTinfo.sqf" -> "A3A_fnc_distance"
"fn_VANTinfo.sqf" -> "A3A_fnc_distanceUnits"
"fn_ACEpvpReDress.sqf" -> "A3A_fnc_isMedic"
"fn_ammunitionTransfer.sqf" -> "A3A_fnc_commsMP"
"fn_ammunitionTransfer.sqf" -> "A3A_fnc_playableUnits"
"fn_ammunitionTransfer.sqf" -> "A3A_fnc_arsenalManage"
"fn_ammunitionTransfer.sqf" -> "A3A_fnc_basicBackpack"
"fn_arsenalManage.sqf" -> "A3A_fnc_checkRadiosUnlocked"
"fn_arsenalManage.sqf" -> "A3A_fnc_equipmentClassToCategories"
"fn_arsenalManage.sqf" -> "A3A_fnc_unlockEquipment"
"fn_categoryOverrides.sqf" -> "A3A_fnc_createNamespace"
"fn_configSort.sqf" -> "A3A_fnc_equipmentClassToCategories"
"fn_configSort.sqf" -> "A3A_fnc_itemType"
"fn_CSATCrate.sqf" -> "A3A_fnc_log"
"fn_empty.sqf" -> "A3A_fnc_ammunitionTransfer"
"fn_empty.sqf" -> "A3A_fnc_customHint"
"fn_equipmentClassToCategories.sqf" -> "A3A_fnc_itemType"
"fn_equipmentClassToCategories.sqf" -> "A3A_fnc_launcherInfo"
"fn_launcherInfo.sqf" -> "A3A_fnc_launcherInfo"
"fn_NATOCrate.sqf" -> "A3A_fnc_playableUnits"
"fn_NATOCrate.sqf" -> "A3A_fnc_log"
"fn_transfer.sqf" -> "A3A_fnc_flagaction"
"fn_transfer.sqf" -> "A3A_fnc_ammunitionTransfer"
"fn_transfer.sqf" -> "A3A_fnc_customHint"
"fn_transfer.sqf" -> "A3A_fnc_basicBackpack"
"fn_unlockEquipment.sqf" -> "A3A_fnc_equipmentClassToCategories"
"fn_addActionBreachVehicle.sqf" -> "A3A_fnc_startBreachVehicle"
"fn_AILoadInfo.sqf" -> "A3A_fnc_commsMP"
"fn_buildHQ.sqf" -> "A3A_fnc_flagaction"
"fn_buildHQ.sqf" -> "A3A_fnc_relocateHQObjects"
"fn_commsMP.sqf" -> "A3A_fnc_statistics"
"fn_commsMP.sqf" -> "A3A_fnc_customHint"
"fn_createOutpostsFIA.sqf" -> "A3A_fnc_citySupportChange"
"fn_createOutpostsFIA.sqf" -> "A3A_fnc_findNearestGoodRoad"
"fn_createOutpostsFIA.sqf" -> "A3A_fnc_spawnGroup"
"fn_createOutpostsFIA.sqf" -> "A3A_fnc_FIAinit"
"fn_createOutpostsFIA.sqf" -> "A3A_fnc_customHint"
"fn_createPetros.sqf" -> "A3A_fnc_flagaction"
"fn_createPetros.sqf" -> "A3A_fnc_initPetros"
"fn_createPetros.sqf" -> "A3A_fnc_createUnit"
"fn_destroyCity.sqf" -> "A3A_fnc_blackout"
"fn_destroyCity.sqf" -> "A3A_fnc_sizeMarker"
"fn_distance.sqf" -> "A3A_fnc_scheduler"
"fn_distance.sqf" -> "A3A_fnc_createAIAirplane"
"fn_distance.sqf" -> "A3A_fnc_createAICities"
"fn_distance.sqf" -> "A3A_fnc_createAIcontrols"
"fn_distance.sqf" -> "A3A_fnc_createAIOutposts"
"fn_distance.sqf" -> "A3A_fnc_createAIResources"
"fn_distance.sqf" -> "A3A_fnc_createCIV"
"fn_distance.sqf" -> "A3A_fnc_createFIAOutposts2"
"fn_distance.sqf" -> "A3A_fnc_createSDKGarrisons"
"fn_distanceUnits.sqf" -> "A3A_fnc_distance"
"fn_distanceUnits.sqf" -> "A3A_fnc_distanceUnits"
"fn_ejectPvPPlayerIfInvalidVehicle.sqf" -> "A3A_fnc_customHint"
"fn_FIAradio.sqf" -> "A3A_fnc_revealToPlayer"
"fn_findBasesForConvoy.sqf" -> "A3A_fnc_isTheSameIsland"
"fn_flagaction.sqf" -> "A3A_fnc_buildHQ"
"fn_flagaction.sqf" -> "A3A_fnc_moveHQ"
"fn_flagaction.sqf" -> "A3A_fnc_mrkWIN"
"fn_flagaction.sqf" -> "A3A_fnc_captureX"
"fn_flagaction.sqf" -> "A3A_fnc_interrogate"
"fn_flagaction.sqf" -> "A3A_fnc_liberaterefugee"
"fn_flagaction.sqf" -> "A3A_fnc_liberatePOW"
"fn_flagaction.sqf" -> "A3A_fnc_clearForest"
"fn_flagaction.sqf" -> "A3A_fnc_dialogHQ"
"fn_flagaction.sqf" -> "A3A_fnc_moveHQObject"
"fn_flagaction.sqf" -> "A3A_fnc_skiptime"
"fn_flagaction.sqf" -> "A3A_fnc_unit_recruit"
"fn_flagaction.sqf" -> "A3A_fnc_garage"
"fn_flagaction.sqf" -> "A3A_fnc_searchIntelOnDocument"
"fn_flagaction.sqf" -> "A3A_fnc_searchIntelOnLaptop"
"fn_flagaction.sqf" -> "A3A_fnc_searchIntelOnLeader"
"fn_flagaction.sqf" -> "A3A_fnc_transfer"
"fn_flagaction.sqf" -> "A3A_fnc_isMember"
"fn_flagaction.sqf" -> "A3A_fnc_build"
"fn_flagaction.sqf" -> "A3A_fnc_enemyNearCheck"
"fn_flagaction.sqf" -> "A3A_fnc_stealStatic"
"fn_flagaction.sqf" -> "A3A_fnc_actionRevive"
"fn_flagaction.sqf" -> "A3A_fnc_carry"
"fn_flagaction.sqf" -> "A3A_fnc_fatalWound"
"fn_flagaction.sqf" -> "A3A_fnc_customHint"
"fn_garbageCleaner.sqf" -> "A3A_fnc_commsMP"
"fn_garrisonInfo.sqf" -> "A3A_fnc_sizeMarker"
"fn_healAndRepair.sqf" -> "A3A_fnc_customHint"
"fn_initPetros.sqf" -> "A3A_fnc_createPetros"
"fn_initPetros.sqf" -> "A3A_fnc_numericRank"
"fn_initPetros.sqf" -> "A3A_fnc_placementSelection"
"fn_initPetros.sqf" -> "A3A_fnc_playableUnits"
"fn_initPetros.sqf" -> "A3A_fnc_resourcesFIA"
"fn_initPetros.sqf" -> "A3A_fnc_randomRifle"
"fn_initPetros.sqf" -> "A3A_fnc_punishment"
"fn_initPetros.sqf" -> "A3A_fnc_unconscious"
"fn_initPetros.sqf" -> "A3A_fnc_log"
"fn_keys.sqf" -> "A3A_fnc_artySupport"
"fn_keys.sqf" -> "A3A_fnc_customHint"
"fn_localizar.sqf" -> "A3A_fnc_location"
"fn_logPerformance.sqf" -> "A3A_fnc_log"
"fn_markerChange.sqf" -> "A3A_fnc_addTimeForIdle"
"fn_markerChange.sqf" -> "A3A_fnc_citySupportChange"
"fn_markerChange.sqf" -> "A3A_fnc_deleteControls"
"fn_markerChange.sqf" -> "A3A_fnc_flagaction"
"fn_markerChange.sqf" -> "A3A_fnc_markerChange"
"fn_markerChange.sqf" -> "A3A_fnc_mrkUpdate"
"fn_markerChange.sqf" -> "A3A_fnc_prestige"
"fn_markerChange.sqf" -> "A3A_fnc_scheduler"
"fn_markerChange.sqf" -> "A3A_fnc_sizeMarker"
"fn_markerChange.sqf" -> "A3A_fnc_zoneCheck"
"fn_markerChange.sqf" -> "A3A_fnc_canConquer"
"fn_markerChange.sqf" -> "A3A_fnc_garrisonUpdate"
"fn_markerChange.sqf" -> "A3A_fnc_patrolCA"
"fn_markerChange.sqf" -> "A3A_fnc_createGarrison"
"fn_markerChange.sqf" -> "A3A_fnc_createGarrisonLine"
"fn_markerChange.sqf" -> "A3A_fnc_updateReinfState"
"fn_markerChange.sqf" -> "A3A_fnc_tierCheck"
"fn_markerChange.sqf" -> "A3A_fnc_autoGarrison"
"fn_markerChange.sqf" -> "A3A_fnc_log"
"fn_moveHQ.sqf" -> "A3A_fnc_buildHQ"
"fn_moveHQ.sqf" -> "A3A_fnc_flagaction"
"fn_moveHQ.sqf" -> "A3A_fnc_resourcesFIA"
"fn_moveHQ.sqf" -> "A3A_fnc_setMarkerAlphaForSide"
"fn_moveHQ.sqf" -> "A3A_fnc_sizeMarker"
"fn_moveHQ.sqf" -> "A3A_fnc_build"
"fn_moveHQ.sqf" -> "A3A_fnc_vehiclePrice"
"fn_moveHQ.sqf" -> "A3A_fnc_customHint"
"fn_mrkWIN.sqf" -> "A3A_fnc_distance"
"fn_mrkWIN.sqf" -> "A3A_fnc_distanceUnits"
"fn_mrkWIN.sqf" -> "A3A_fnc_markerChange"
"fn_mrkWIN.sqf" -> "A3A_fnc_sizeMarker"
"fn_mrkWIN.sqf" -> "A3A_fnc_canConquer"
"fn_mrkWIN.sqf" -> "A3A_fnc_playerScoreAdd"
"fn_mrkWIN.sqf" -> "A3A_fnc_customHint"
"fn_mrkWIN.sqf" -> "A3A_fnc_log"
"fn_NATOFT.sqf" -> "A3A_fnc_customHint"
"fn_onHeadlessClientDisconnect.sqf" -> "A3A_fnc_commsMP"
"fn_onPlayerDisconnect.sqf" -> "A3A_fnc_buildHQ"
"fn_onPlayerDisconnect.sqf" -> "A3A_fnc_resourcesFIA"
"fn_onPlayerDisconnect.sqf" -> "A3A_fnc_assignBossIfNone"
"fn_onPlayerDisconnect.sqf" -> "A3A_fnc_build"
"fn_onPlayerDisconnect.sqf" -> "A3A_fnc_vehiclePrice"
"fn_onPlayerDisconnect.sqf" -> "A3A_fnc_savePlayer"
"fn_outpostDialog.sqf" -> "A3A_fnc_createOutpostsFIA"
"fn_outpostDialog.sqf" -> "A3A_fnc_resourcesFIA"
"fn_outpostDialog.sqf" -> "A3A_fnc_hasRadio"
"fn_outpostDialog.sqf" -> "A3A_fnc_vehiclePrice"
"fn_outpostDialog.sqf" -> "A3A_fnc_customHint"
"fn_placementselection.sqf" -> "A3A_fnc_createPetros"
"fn_placementselection.sqf" -> "A3A_fnc_playableUnits"
"fn_placementselection.sqf" -> "A3A_fnc_relocateHQObjects"
"fn_placementselection.sqf" -> "A3A_fnc_customHint"
"fn_placementselection.sqf" -> "A3A_fnc_log"
"fn_powerReorg.sqf" -> "A3A_fnc_blackout"
"fn_powerReorg.sqf" -> "A3A_fnc_citySupportChange"
"fn_powerReorg.sqf" -> "A3A_fnc_prestige"
"fn_prestige.sqf" -> "A3A_fnc_commsMP"
"fn_prestige.sqf" -> "A3A_fnc_statistics"
"fn_rebelAttack.sqf" -> "A3A_fnc_fogCheck"
"fn_rebelAttack.sqf" -> "A3A_fnc_isTheSameIsland"
"fn_rebelAttack.sqf" -> "A3A_fnc_getSideRadioTowerInfluence"
"fn_rebelAttack.sqf" -> "A3A_fnc_scheduler"
"fn_rebelAttack.sqf" -> "A3A_fnc_airportCanAttack"
"fn_rebelAttack.sqf" -> "A3A_fnc_garrisonSize"
"fn_rebelAttack.sqf" -> "A3A_fnc_invaderPunish"
"fn_rebelAttack.sqf" -> "A3A_fnc_patrolCA"
"fn_rebelAttack.sqf" -> "A3A_fnc_vehAvailable"
"fn_rebelAttack.sqf" -> "A3A_fnc_wavedCA"
"fn_rebuildAssets.sqf" -> "A3A_fnc_citySupportChange"
"fn_rebuildAssets.sqf" -> "A3A_fnc_localizar"
"fn_rebuildAssets.sqf" -> "A3A_fnc_prestige"
"fn_rebuildAssets.sqf" -> "A3A_fnc_rebuildRadioTower"
"fn_rebuildAssets.sqf" -> "A3A_fnc_resourcesFIA"
"fn_rebuildAssets.sqf" -> "A3A_fnc_customHint"
"fn_rebuildRadioTower.sqf" -> "A3A_fnc_blackout"
"fn_rebuildRadioTower.sqf" -> "A3A_fnc_repairRuinedBuilding"
"fn_rebuildRadioTower.sqf" -> "A3A_fnc_log"
"fn_relocateHQObjects.sqf" -> "A3A_fnc_setMarkerAlphaForSide"
"fn_repairRuinedBuilding.sqf" -> "A3A_fnc_log"
"fn_resourcesFIA.sqf" -> "A3A_fnc_commsMP"
"fn_resourcesFIA.sqf" -> "A3A_fnc_statistics"
"fn_revealToPlayer.sqf" -> "A3A_fnc_hasRadio"
"fn_scheduler.sqf" -> "A3A_fnc_log"
"fn_sellVehicle.sqf" -> "A3A_fnc_resourcesFIA"
"fn_sellVehicle.sqf" -> "A3A_fnc_empty"
"fn_sellVehicle.sqf" -> "A3A_fnc_vehiclePrice"
"fn_sellVehicle.sqf" -> "A3A_fnc_customHint"
"fn_splitVehicleCrewIntoOwnGroups.sqf" -> "A3A_fnc_log"
"fn_startBreachVehicle.sqf" -> "A3A_fnc_addActionBreachVehicle"
"fn_startBreachVehicle.sqf" -> "A3A_fnc_citySupportChange"
"fn_startBreachVehicle.sqf" -> "A3A_fnc_prestige"
"fn_startBreachVehicle.sqf" -> "A3A_fnc_canFight"
"fn_startBreachVehicle.sqf" -> "A3A_fnc_surrenderAction"
"fn_startBreachVehicle.sqf" -> "A3A_fnc_customHint"
"fn_statistics.sqf" -> "A3A_fnc_isMember"
"fn_unlockVehicle.sqf" -> "A3A_fnc_customHint"
"fn_zoneCheck.sqf" -> "A3A_fnc_markerChange"
"fn_zoneCheck.sqf" -> "A3A_fnc_canConquer"
"fn_convoyDebug.sqf" -> "A3A_fnc_convoyDebug"
"fn_convoyDebug.sqf" -> "A3A_fnc_customHint"
"fn_convoyMovement.sqf" -> "A3A_fnc_distance"
"fn_convoyMovement.sqf" -> "A3A_fnc_distanceUnits"
"fn_convoyMovement.sqf" -> "A3A_fnc_onConvoyArrival"
"fn_convoyMovement.sqf" -> "A3A_fnc_roadblockFight"
"fn_convoyMovement.sqf" -> "A3A_fnc_spawnConvoy"
"fn_createAIAction.sqf" -> "A3A_fnc_addTimeForIdle"
"fn_createAIAction.sqf" -> "A3A_fnc_findBasesForConvoy"
"fn_createAIAction.sqf" -> "A3A_fnc_fogCheck"
"fn_createAIAction.sqf" -> "A3A_fnc_isFrontline"
"fn_createAIAction.sqf" -> "A3A_fnc_isTheSameIsland"
"fn_createAIAction.sqf" -> "A3A_fnc_localizar"
"fn_createAIAction.sqf" -> "A3A_fnc_canFight"
"fn_createAIAction.sqf" -> "A3A_fnc_landThreatEval"
"fn_createAIAction.sqf" -> "A3A_fnc_createConvoy"
"fn_createAIAction.sqf" -> "A3A_fnc_findAirportForAirstrike"
"fn_createAIAction.sqf" -> "A3A_fnc_selectAndCreateVehicle"
"fn_createAIAction.sqf" -> "A3A_fnc_airportCanAttack"
"fn_createAIAction.sqf" -> "A3A_fnc_cargoSeats"
"fn_createAIAction.sqf" -> "A3A_fnc_garrisonSize"
"fn_createAIAction.sqf" -> "A3A_fnc_vehAvailable"
"fn_createAIAction.sqf" -> "A3A_fnc_addGarrison"
"fn_createAIAction.sqf" -> "A3A_fnc_countGarrison"
"fn_createAIAction.sqf" -> "A3A_fnc_getVehicleCrew"
"fn_createAIAction.sqf" -> "A3A_fnc_logArray"
"fn_createAIAction.sqf" -> "A3A_fnc_selectReinfUnits"
"fn_createAIAction.sqf" -> "A3A_fnc_shouldReinforce"
"fn_createAIAction.sqf" -> "A3A_fnc_dateToTimeString"
"fn_createAIAction.sqf" -> "A3A_fnc_log"
"fn_createConvoy.sqf" -> "A3A_fnc_convoyMovement"
"fn_createConvoy.sqf" -> "A3A_fnc_findPath"
"fn_despawnConvoy.sqf" -> "A3A_fnc_createConvoy"
"fn_despawnConvoy.sqf" -> "A3A_fnc_log"
"fn_onConvoyArrival.sqf" -> "A3A_fnc_createConvoy"
"fn_onConvoyArrival.sqf" -> "A3A_fnc_addGarrison"
"fn_onSpawnedArrival.sqf" -> "A3A_fnc_airdrop"
"fn_onSpawnedArrival.sqf" -> "A3A_fnc_attackDrillAI"
"fn_onSpawnedArrival.sqf" -> "A3A_fnc_fastrope"
"fn_onSpawnedArrival.sqf" -> "A3A_fnc_groupDespawner"
"fn_roadblockFight.sqf" -> "A3A_fnc_citySupportChange"
"fn_selectAndCreateVehicle.sqf" -> "A3A_fnc_cargoSeats"
"fn_selectAndCreateVehicle.sqf" -> "A3A_fnc_vehAvailable"
"fn_selectAndCreateVehicle.sqf" -> "A3A_fnc_getVehicleCrew"
"fn_spawnConvoy.sqf" -> "A3A_fnc_distance"
"fn_spawnConvoy.sqf" -> "A3A_fnc_distanceUnits"
"fn_spawnConvoy.sqf" -> "A3A_fnc_despawnConvoy"
"fn_spawnConvoy.sqf" -> "A3A_fnc_spawnConvoy"
"fn_spawnConvoy.sqf" -> "A3A_fnc_spawnConvoyLine"
"fn_spawnConvoy.sqf" -> "A3A_fnc_VEHdespawner"
"fn_spawnConvoy.sqf" -> "A3A_fnc_logArray"
"fn_spawnConvoy.sqf" -> "A3A_fnc_log"
"fn_spawnConvoyLine.sqf" -> "A3A_fnc_AIVEHinit"
"fn_spawnConvoyLine.sqf" -> "A3A_fnc_createUnit"
"fn_spawnConvoyLine.sqf" -> "A3A_fnc_NATOinit"
"fn_spawnConvoyLine.sqf" -> "A3A_fnc_safeVehicleSpawn"
"fn_AAFroadPatrol.sqf" -> "A3A_fnc_distance"
"fn_AAFroadPatrol.sqf" -> "A3A_fnc_distanceUnits"
"fn_AAFroadPatrol.sqf" -> "A3A_fnc_findNearestGoodRoad"
"fn_AAFroadPatrol.sqf" -> "A3A_fnc_patrolDestinations"
"fn_AAFroadPatrol.sqf" -> "A3A_fnc_canFight"
"fn_AAFroadPatrol.sqf" -> "A3A_fnc_inmuneConvoy"
"fn_AAFroadPatrol.sqf" -> "A3A_fnc_AIVEHinit"
"fn_AAFroadPatrol.sqf" -> "A3A_fnc_NATOinit"
"fn_AAFroadPatrol.sqf" -> "A3A_fnc_spawnGroup"
"fn_AAFroadPatrol.sqf" -> "A3A_fnc_vehAvailable"
"fn_airportCanAttack.sqf" -> "A3A_fnc_distance"
"fn_airportCanAttack.sqf" -> "A3A_fnc_distanceUnits"
"fn_AIVEHinit.sqf" -> "A3A_fnc_addActionBreachVehicle"
"fn_AIVEHinit.sqf" -> "A3A_fnc_citySupportChange"
"fn_AIVEHinit.sqf" -> "A3A_fnc_flagaction"
"fn_AIVEHinit.sqf" -> "A3A_fnc_scheduler"
"fn_AIVEHinit.sqf" -> "A3A_fnc_smokeCoverAuto"
"fn_AIVEHinit.sqf" -> "A3A_fnc_airportCanAttack"
"fn_AIVEHinit.sqf" -> "A3A_fnc_cleanserVeh"
"fn_AIVEHinit.sqf" -> "A3A_fnc_patrolCA"
"fn_AIVEHinit.sqf" -> "A3A_fnc_removeVehFromPool"
"fn_AIVEHinit.sqf" -> "A3A_fnc_VEHdespawner"
"fn_AIVEHinit.sqf" -> "A3A_fnc_isMember"
"fn_AIVEHinit.sqf" -> "A3A_fnc_postmortem"
